user_id,user_email,user_password,user_role,name
59d91af0-569b-4c85-99a9-ae8f6581c262,dfreeman@tamu.edu,0431fae4-36dd-41e1-9050-fc9edf763291,Student,Dawn Freeman
58a6a44d-f289-4f82-b698-bd576c0677f8,hbrown@tamu.edu,7b068669-a54b-4a1f-9d90-854e9753c178,Student,Hannah Brown
c9f9d831-3ff3-412e-b4d1-b69da7b33495,cwatson@tamu.edu,717421c6-e941-41bc-951e-37e37fe00449,Student,Christopher Watson
0614df52-339e-4cc4-9c6f-64fc23095513,vwilson@tamu.edu,61553227-20f2-4a4e-a1b1-e6195ae89fbd,Professor,Vanessa Wilson
4f6940f2-837f-49c9-97ce-9f01edb320c5,ahardin@tamu.edu,e83d4d02-e473-42c0-a888-8ba24c4784d5,Advisor,Anthony Hardin
40316ebb-3aac-4802-a2c6-66c34681b7a3,whoward@tamu.edu,5bfde13e-1ff8-4766-a4fc-3dbbb4cae3ff,Student,Whitney Howard
5ee7c2e0-56e0-44f0-ab7d-f837a6171c93,swoods@tamu.edu,96163e56-84ac-4642-a62c-7ca67f2815ad,Student,Sean Woods
099a0801-141d-45da-8d5e-bc8c8b2ac2b6,cdavis@tamu.edu,ee4f5b5c-de48-4dbc-8e16-51d850482073,Student,Christopher Davis DDS
a9967ac5-e139-49e1-b624-0e4c2ca05ce9,hsalinas@tamu.edu,5fa1ad3e-873e-4866-85f5-618344b7a451,Student,Herbert Salinas
8a6c588d-7109-46cf-8436-349661c9062f,ycameron@tamu.edu,c5c6d3de-d261-492b-a5ab-42207d4f487b,Student,Yvonne Cameron
d37ded65-ec06-465e-b5a6-c7d7fd6703f5,dsmith@tamu.edu,252ecfba-c42f-4b23-a487-7ff175c5eee5,Professor,Devin Smith
79c6a910-061c-4569-b61e-c7efdcc4d6da,rburns@tamu.edu,0f46d6fd-3b94-4da3-8375-d6530c94d737,Student,Rita Burns
10d57d9c-0708-4c7c-855d-28f47a176c17,mblevins@tamu.edu,cf70e490-9b2b-4428-afee-985bf74aa3d6,Professor,Matthew Blevins
bb003e8f-bf2b-4e60-8ce9-f821501ed9a9,alewis@tamu.edu,911b6ef7-b3d0-4c13-8392-fac31cebb720,Professor,Ashley Lewis
6187b811-ac1b-4dfa-a9dd-825de296a245,sgibson@tamu.edu,fbcd35fe-9b9f-4b9e-91ef-b7b8f4447277,Student,Sarah Gibson
f17343b3-e309-483a-b84c-9565da5b0e4f,tjohnston@tamu.edu,040694d5-273c-4813-a39a-ce41a07e5545,Student,Todd Johnston
a42a3443-6079-4c83-8a2d-679db3365e85,twilson@tamu.edu,49f9699d-5713-4f5c-be50-ac3efa636169,Professor,Tina Wilson
e0c5f93b-2fdf-4f73-a515-eb89ace945ff,jbishop@tamu.edu,ba9c6867-e9ab-4f03-bc76-0742631e8ac1,Advisor,James Bishop
ac8b2a5f-6669-416c-b284-f9ecf655a727,afleming@tamu.edu,a46b40ed-0c2c-415b-be10-713ba02d48f8,Student,Amanda Fleming
755a6b3e-211d-4e6b-bc67-677d43dac610,nmaxwell@tamu.edu,9a591873-bd70-4922-a012-e8148a824d01,Professor,Nicole Maxwell
f5e3b926-5135-4df5-b530-3a0ac2e55c80,tjohnson@tamu.edu,27b5ae03-f3d4-44df-9bb6-783e39a6cd7a,Student,Terry Johnson
c2d0f367-529a-4c54-89be-966285cc61f2,gbarnett@tamu.edu,be926bac-fbd1-4db1-8249-ed2915460df0,Student,Guy Barnett
fe952362-17d3-4193-9f00-227d89ebd6a9,ghall@tamu.edu,82260371-13cc-4a1c-96e9-1a7c7b758748,Student,Gary Hall
ecf03f90-3781-4d38-9768-4dfe4a327139,tolsen@tamu.edu,3159e7ff-4c2c-4f0a-95e8-0f7acf8ccd2c,Student,Tyler Olsen
6c7a8226-547d-4b6f-94e3-4781172275f5,talexander@tamu.edu,b2b63443-bf95-4d95-bae9-82c68aca4b2d,Student,Tara Alexander
8048597c-0953-400b-bc3c-66aef9b1d30c,msamuel@tamu.edu,502eeadf-9077-4842-a07a-fc958c69f6de,Professor,Mr. Samuel Gray
77912f69-5916-4523-9730-e0495d859ff2,cbrown@tamu.edu,d23ccbe6-710a-43de-a86c-6e8a83e354ad,Student,Christopher Brown
1d70e816-e92c-4b9e-beb5-438eb9c9fa90,icarter@tamu.edu,83e95df8-69e1-45c2-b507-090b52c2e563,Student,Isabel Carter
3f41958a-2b18-4bb8-b9c8-eecc45aedd58,jgaines@tamu.edu,b6498d5a-a47d-4ec6-a32d-21fa7cb93ed5,Student,Joseph Gaines
d1fb8b8a-6244-4cf1-98d8-95e1d1003741,rjohnson@tamu.edu,6d02be33-debe-4311-a9b3-4a7653fe1bd6,Student,Raymond Johnson
2fa23e95-880f-4517-bbc7-e16fadf6e98a,mmckee@tamu.edu,5c6c56b6-56bf-4800-8bc1-daedb49aeeb6,Student,Melissa Mckee
62545f4b-5f7e-4dcd-834a-ffb6b6ded197,ameyer@tamu.edu,22f23707-e4dd-4cf7-a280-bf406803d954,Professor,Ashley Meyer
be333a7a-8ad1-4c70-94bf-1235e08b8feb,jlarson@tamu.edu,1d9d1ab3-36df-4e02-abe6-79757fc9269e,Student,John Larson
4e28afc0-2647-46f9-b58e-8c7cf271a5b7,triley@tamu.edu,9da97bcf-672e-4e30-a77f-6562a519168c,Student,Tiffany Riley
e091f789-2291-4266-988f-982f56a0bb6e,dsilva@tamu.edu,0d242b2f-94a9-428f-9ee1-49b3840f1d52,Student,David Silva
fd932adb-fef5-4288-826a-4782a93881e0,dcrawford@tamu.edu,a440ee5f-d8e6-42bf-a150-78e74a35ad03,Student,Douglas Crawford
a3ada544-935d-4567-b640-c22dc8787404,aoliver@tamu.edu,738d8205-28aa-42ec-8196-0826ccabf338,Student,Anna Oliver
74e153d9-7305-44e1-9300-c405cf621672,lli@tamu.edu,12d8549c-80da-4b24-bc50-0af90ecda3a4,Student,Linda Li
d0a8574f-10c1-450c-899c-d772c37aed5a,mcarson@tamu.edu,c02c5ba5-422b-471b-9b9d-7de82ec065c7,Student,Mark Carson
9d9d3504-f37b-4cb9-8941-f9f888e596f7,dturner@tamu.edu,054a851e-a48d-42f4-907d-ffc1a228ab80,Student,Dennis Turner
20e9af4a-867a-4614-b578-c5521fd518cf,rdelacruz@tamu.edu,860e555b-cfa9-47fe-9970-8fa85f0d04f0,Student,Robin Delacruz
0faefa1c-a6f4-4764-adff-26dae57cf407,tbartlett@tamu.edu,b1c17f99-7570-4be2-a6f7-f9d94441931d,Advisor,Troy Bartlett
b42d323a-6430-48da-b020-3722b8e03d10,mkelly@tamu.edu,bfd4f5d2-a3ac-4c36-85e9-ee4fbfb9541a,Student,Michael Kelly
ae9e747f-3069-4c39-91f0-e25e98bb5caa,nmiller@tamu.edu,fbab7c8d-317f-43e1-a91b-727c701cca8f,Student,Nicole Miller
ba8b9ad9-fc4e-4d49-86c3-feb9e30f3ff8,mbrown@tamu.edu,95148251-5314-4c8c-ba35-ee188b355136,Student,Maurice Brown
1822fa7c-d05b-412a-bf4c-2ba10fd8934b,nboyd@tamu.edu,03d6d48a-61cd-4a8d-b335-292753dd3044,Student,Nathan Boyd
50b92425-4513-4063-af92-0fbcc613100b,dchan@tamu.edu,2c4c891b-0aef-43c5-a9b0-bc0c4a182026,Student,Dakota Chan
76f3ce7d-8db8-48ce-b693-09b40260059e,bhubbard@tamu.edu,8c9b1078-bf6b-4b79-85e4-056b452bc5a9,Student,Brandon Hubbard
9c67800d-421e-4685-98d7-83054d7f66c5,ncollins@tamu.edu,b27baf10-10fc-43cf-a85f-ab120bcbc73d,Student,Nicole Collins
67dea654-eb15-489e-90c6-e2233f25a9cc,mmartin@tamu.edu,25ef4097-bec7-49e5-b52a-50dceb9855d6,Advisor,Marcus Martin
686e6bd6-7fd8-4dba-a3ce-a344da305973,cdavis@tamu.edu,f6c83d10-b258-4022-86bf-8e9b5d6a6493,Student,Christian Davis
7f18d956-c456-4513-9648-a48a0169d8ce,tescobar@tamu.edu,2b1b36b6-a39d-4e4f-ba05-c6de5e6e423b,Student,Tina Escobar
ff1f654a-cd51-4d3c-a2d2-de424076ad11,pallison@tamu.edu,23d2388c-3a57-43f8-90ed-9ff5abb0ed24,Advisor,Patricia Allison
13f0d88b-cb1a-49df-ac5c-346f396fca96,jbond@tamu.edu,c40f91c4-af27-4843-9be5-670790337ef2,Student,Jennifer Bond
c32c3756-0848-4254-a272-45537180aff6,jingram@tamu.edu,29688ae0-4824-4b61-b6ad-1ae71d3dcb82,Student,Joseph Ingram
dfe7c36a-695c-4bd8-81c4-3b2a7706342b,aallison@tamu.edu,301451f5-c04d-4925-835f-cea280b4530d,Student,Adrian Allison
2f7604c4-d6b1-4b27-b7bb-78b0d57bf550,bthomas@tamu.edu,0ecb2507-a724-4589-a9e8-4b2d36720699,Student,Brooke Thomas
4c86bac1-d869-4b12-a1a7-927fc7897b08,ksmith@tamu.edu,063b953e-4a6d-4c7c-b246-538d0bee5301,Student,Keith Smith
1bf6c12f-03e3-4fc2-9e7e-68e534d3c0bc,lsingh@tamu.edu,da0f3cd8-7b2a-42a3-a457-74583743e981,Student,Laura Singh
7ae29ec0-ec74-4d52-b3d5-261b9668f7be,jwu@tamu.edu,20a885c6-4101-4cba-afed-bc3f0787f21a,Student,Jason Wu
600bd79e-c0b7-40d9-8696-b436d0778c6a,dpeterson@tamu.edu,46cf4ae7-1c7d-4ace-a14a-4b56397b8501,Student,Donald Peterson
66f7084c-2d6c-451a-959b-5e97acb4d5ac,dmurphy@tamu.edu,4d33dbdd-fcce-4ada-9360-04abcd8ce5f4,Professor,Daniel Murphy
27e94fc8-f4ad-4df2-91a3-de152add0259,jalvarez@tamu.edu,b6c9c496-3a67-48bb-ab16-4e33bcd1e96b,Professor,Jamie Alvarez
5f426ffe-4fac-4635-9d85-8aa68fdc33cf,aruiz@tamu.edu,14cd9348-96b2-4010-9cdd-e25ad2492e6b,Student,Alan Ruiz
fc159169-462e-46dd-af0f-d5b990833105,mrobinson@tamu.edu,771c8751-0261-427b-8aac-5868dfdaf27d,Advisor,Michael Robinson
d7859771-a3c9-4d9c-8554-e6a5b255585f,arivera@tamu.edu,b28e98dd-d891-4d65-9deb-e072b69fbf77,Student,Angela Rivera
99e1f165-529d-4756-b2c6-f6f56bf62a92,wdavis@tamu.edu,c91e1c3f-cb29-4c20-b648-9cbdf15bd6ac,Student,Wesley Davis
89ccb450-a658-421e-abed-1fc58a7dac2a,dbaker@tamu.edu,cb993a67-b698-4923-9fdf-5e4bfb125a50,Student,Darin Baker
ba628dd4-1ced-464b-bf9f-a2a1921a1eba,kgregory@tamu.edu,e5f837c3-8a29-415a-ac34-eb46dff22805,Student,Kenneth Gregory
f1991d93-8689-42e4-87cd-fd9193461083,nsmith@tamu.edu,472916c0-b096-45dd-8421-dd78361ad162,Student,Nathaniel Smith
0bbd2a9b-ae6d-4c17-914e-f84ea2187855,jcowan@tamu.edu,ff49560e-c8bf-448b-82af-b521eccec496,Student,Jessica Cowan
767abb1e-2ec9-4e89-93b1-941518fe4146,nstewart@tamu.edu,3e4cddf9-a5f4-4c90-b26b-bc82801dea7a,Student,Nicole Stewart
365934f8-fcff-4c51-bb5b-63def12deefb,ashepherd@tamu.edu,c3c69e64-c582-4291-a424-ff23b83e91fb,Advisor,Andre Shepherd
8ab1a47b-0307-447c-9acd-8e580d5c01eb,rgarcia@tamu.edu,f0b19711-35d8-4269-b0a3-3434a87e872f,Student,Robert Garcia
1629729f-d37a-4332-bc6f-f710c0d6af3f,mroth@tamu.edu,2129f455-cb47-473e-b8f4-ba4cd3eb87da,Student,Melissa Roth
92362628-2477-4930-ae35-43c5f9f108fe,jclark@tamu.edu,f8d02157-b2f0-4dad-a87e-457b377695bb,Student,Jacob Clark
dacb3a6f-8e81-4a4f-8259-28cbc096a297,slynch@tamu.edu,635a983f-9191-4bc9-9d1d-2dfd6a7d922f,Student,Shelley Lynch
e1530363-6de2-4aa3-bb98-44b767f9b973,bwilson@tamu.edu,5437c59d-0004-403b-ab5f-81e98037c74c,Student,Brandon Wilson
c82bd581-5d1b-4d0f-9d17-ad3c65ef6da1,shenry@tamu.edu,2161e188-fe22-4a43-aaf6-efc625bd6c08,Student,Sandra Henry
8f459981-3e1f-4ff7-93fc-5d17659c02cd,brich@tamu.edu,b1593585-ac1b-4340-8cc4-8752d3b88bf9,Student,Betty Rich
4acab9d0-dd9f-4db4-907c-3ee265c80887,jflores@tamu.edu,fc0a8a73-4fd3-4570-a662-58b554a36960,Student,Joseph Flores MD
ae4f231e-8945-4140-84f4-917e8ed4ffd8,edorsey@tamu.edu,18aad9e5-b27e-4837-a2e4-3f1b1c3fa0fd,Student,Eric Dorsey
ff26ad31-f550-49ef-b5ed-c8df7900e4d0,cmarshall@tamu.edu,c1514002-069e-475b-9f89-531b047a95df,Student,Chelsea Marshall
37c9b1f2-9368-4da3-a6c5-68b6fb1a8da7,tmartin@tamu.edu,8c862ffe-d55b-43b6-9e24-a9de396d7ad0,Student,Thomas Martin
085b2604-b271-4cfc-a06e-3322fc8e5d62,awilliams@tamu.edu,34f5e110-662f-466b-a804-4bfcb40fa06b,Student,Annette Williams
79600a14-dcfd-47ee-a703-3d8268fdea6d,jdennis@tamu.edu,e8a1bc7c-f6ee-40d3-aaf8-22371db48565,Student,Jennifer Dennis
cbb8a3bd-9b1b-46a0-9501-a5d5623cd649,mmarshall@tamu.edu,983630dc-7bfb-4678-8525-d47cff0e01e0,Student,Margaret Marshall
fd22f55d-aaf5-4dd7-a605-9e022dee14d4,sperry@tamu.edu,37881407-5a96-4407-bc62-527453e24fb8,Student,Shannon Perry
ad10873c-2f9f-4b3b-b3bc-6052ad3112fb,lforbes@tamu.edu,b1b41710-b63e-4c1f-8087-8af48fc8bafb,Student,Lee Forbes
a5b721b4-6eca-4e53-aeba-dc2fce49f1f4,emcbride@tamu.edu,daa6e61c-3ae1-4b97-9735-169e3d858e5a,Student,Elizabeth Mcbride
61c99361-a11a-4f71-9ccb-d3e8033c9b5d,dlambert@tamu.edu,12aefb1b-bdf8-4ac5-9ad2-a33d44523ca9,Student,Drew Lambert
2f521b8f-98cd-454b-b85a-fc8d7845a86a,twilliams@tamu.edu,9a2a04eb-4bd4-4443-9999-22575d08bb24,Student,Timothy Williams
ff5b69e1-0f78-4043-acd3-5b371f0e469a,mturner@tamu.edu,64e4f555-84ed-4717-9fba-02422d107071,Student,Mikayla Turner
c6a8ff89-1c06-4c92-a75a-ff35a9576d2f,mschroeder@tamu.edu,d5d25b83-4f97-4cba-834a-1b16549b65be,Student,Mark Schroeder
f95aff7c-2865-4b2b-91aa-ee616cdb8920,rbaker@tamu.edu,98a358ba-317b-4a3f-9996-2be20bb95bfc,Advisor,Ronald Baker
56bbcbcd-8c9b-451d-8406-b64688d43105,amendoza@tamu.edu,72dc7461-97f8-4a81-b462-82e000320ca1,Student,Alex Mendoza
6cfeb7f1-9211-4f96-b957-6d7015fa4ae2,nbrown@tamu.edu,5a97ca1f-6a81-42c2-93d7-0a1b353f70e1,Student,Nicholas Brown
1cdba9e4-afb8-47b1-8994-f24c8493b3d1,awright@tamu.edu,f8bf8d4a-2f48-4be0-8446-6908cbc9a844,Student,Alisha Wright
baecd827-2135-4afd-b088-6875298ce2b8,mflores@tamu.edu,6ae27ef8-9d4b-4ae0-8a57-72f8385669c0,Student,Michael Flores
1cad55b7-5c06-45f1-bd84-ebf27df51293,tmurphy@tamu.edu,09a86d8f-b91e-43d5-a57b-dc7925418425,Student,Tina Murphy
26efb2e1-1711-4e28-a819-5d76253ca472,abennett@tamu.edu,8f2fbf3b-3f03-486a-947b-633d98c0c5e1,Student,Allison Bennett
c3fa1bc5-c04c-4955-b61a-03ed000aecfe,wtaylor@tamu.edu,00951507-d7e4-4c47-8709-97483d65d5d5,Student,William Taylor
c161782d-d41d-49dd-8bf5-2be83b2427ff,dberry@tamu.edu,95ffbcea-751a-4cf5-99f5-2c7c05d37f72,Student,David Berry
dac15f6b-d701-49be-a6fe-9751ff08bffc,bphillips@tamu.edu,46c4a0de-345a-4f06-9f03-1435aa2ec1b3,Student,Bradley Phillips
59cf8539-c167-435e-bf89-787d3fa58f6f,ccarpenter@tamu.edu,1534d561-d1ab-425c-8f09-cc8d574dec10,Student,Cheryl Carpenter
607958d0-351f-43f1-ace3-5f8e0931c22f,kmartin@tamu.edu,e6edf097-6447-4cdc-a522-c195716e5b07,Student,Kenneth Martin
ff5c4bb8-654a-4d1e-9b7a-3d7ac1c5ce90,bbarry@tamu.edu,a957cee0-2854-4f6c-8305-799638598cbc,Student,Brian Barry
0429f9a9-d25f-4995-a8f5-9969152d981f,kballard@tamu.edu,cb798783-a5c7-4a0e-a37b-af7acc903a3a,Student,Kathy Ballard
cb4da91d-9665-440e-aed6-1c3fd57bb27a,slong@tamu.edu,e24fb9f3-4ef0-47e2-99af-438a4e964ff1,Student,Steven Long MD
134c75a5-ca8b-4c8a-9a90-2526795702d1,jsmith@tamu.edu,b5d3ba0a-2459-486b-80ee-e6e4f8d9385b,Student,Jerome Smith
c947d294-8c00-4eb4-b9b1-199a420808b8,mwest@tamu.edu,258773b4-a80b-4804-a54e-6fe3f657fe54,Advisor,Matthew West
4fa2cfc9-9990-4f56-b73a-890bd6f66278,fbowers@tamu.edu,1a438bec-4e18-4d79-8652-91df21121200,Student,Frank Bowers
ad0c2506-f526-4f25-82a7-043758037241,mle@tamu.edu,ebde6129-594b-40a8-b477-1cf58ff6e5e8,Student,Michelle Le
cd4824ed-f947-4466-9b34-a4998072610a,jalvarez@tamu.edu,3bc679b1-91b9-4be0-94de-a2994ea13366,Student,Jon Alvarez
fa4d108a-b454-4a47-8e71-bbbbd306b0d5,cdavis@tamu.edu,51bfcf4f-8803-4ea0-bc0e-058f1138f0c8,Advisor,Christine Davis
7efdf2b3-0890-4210-ba84-6c5443fa03b2,cwagner@tamu.edu,223f1d63-c97e-4da2-b9e6-ba69478df4da,Student,Catherine Wagner
d01c3ffa-c7d8-427a-a378-1b1cb5a64bc9,alane@tamu.edu,9783a0b0-66d3-4471-b18c-1b9897e0f2e4,Professor,Amanda Lane
00d7852d-197e-4a3e-827f-b1db274deeb6,trodriguez@tamu.edu,b97d0d79-60b9-4a28-978c-035083bc5d99,Student,Thomas Rodriguez
c39cd338-1b9a-472d-a308-b6f2a6d460d0,drhodes@tamu.edu,9cd0525e-cebc-4bf0-89ea-7dacae585553,Professor,Dawn Rhodes
6589aedd-ac05-4e20-8afd-ccff74b1fac1,kroberts@tamu.edu,f3027b63-5804-4e41-a3eb-e1dc8214bf5d,Student,Kiara Roberts
8c67208e-042c-44ac-8ed1-effa9c68e0c7,respinoza@tamu.edu,d81cdd20-115d-4bf5-914e-9369a1a60be0,Professor,Rachel Espinoza
b775b724-ea51-435f-854d-eaef2ac47b40,ncarter@tamu.edu,af6b68be-a711-4ae7-80a2-b2f8e7d9c52c,Student,Natalie Carter
01597af7-4e72-4139-9593-e7180cad5218,amitchell@tamu.edu,b55cb614-a7ae-4117-8016-51d3d5560d64,Student,Anthony Mitchell
d7e36daf-75dc-4b82-8fec-8c8a7ac0fc78,jsmith@tamu.edu,276470ed-00bb-4fba-970e-2c9693a97051,Student,James Smith
b23b0dea-9914-49e6-a412-b6ca526bdb36,dmiller@tamu.edu,694d8693-cec9-4413-918a-9ae460c34197,Student,Dwayne Miller
5c0fa1c5-7aff-4609-8ca4-5c1a7b497dba,arose@tamu.edu,5374808e-1f3f-406d-89d3-78da9bb12e9d,Student,Andrew Rose
8bbf7081-ebd9-46d9-a30d-438edc464314,mcampbell@tamu.edu,0b3dc8df-d5fe-45e0-989a-43e89d571066,Student,Mark Campbell
6fa3df1a-2f7f-4736-9829-0b65eb786fff,agonzalez@tamu.edu,2297337c-66e4-4bb4-adef-59221d0730b2,Student,Ashley Gonzalez
7c1ec836-9b2e-495c-b049-fd21ff6c658f,mjohnson@tamu.edu,dae9fd62-9072-4d3e-80f9-294bacdcb0de,Professor,Monica Johnson
41f7f69b-3de9-411a-9471-b81b315dfc5c,jmurphy@tamu.edu,9b6d1e8c-15b6-4430-a865-10ffad05956f,Student,Jeremy Murphy
03ebf25a-8a90-49e0-9f43-d95a65ba36b2,apotter@tamu.edu,05f06b1a-df0f-47ad-9670-dbd06d05fcf9,Student,Amber Potter
1d735c9a-de97-4e16-b95e-c526f25d9047,dhutchinson@tamu.edu,f9b6c19b-07d3-4056-ad70-a60a88f76cb8,Professor,David Hutchinson
63baead6-f695-47ff-8f15-b198677c772c,mreed@tamu.edu,9d70b61f-b745-4259-9e44-b531cabae999,Student,Michael Reed
bf716938-3fd0-4fc7-af92-5fac722bd203,kmoore@tamu.edu,a0901336-deeb-44a4-b45f-a439f34a4de3,Student,Kyle Moore PhD
ec5aa394-4dc6-485b-9ce5-950b8f2c30cd,sjordan@tamu.edu,043242cd-5a62-4cb1-aca5-b0676075cb27,Advisor,Shelby Jordan
465b934a-af24-4651-adae-5fd2e0ae828c,elewis@tamu.edu,c97490e7-0696-4453-8c28-ca3162b2bb69,Advisor,Edward Lewis
89b0766e-79cb-4e05-b2d7-bdb3ed451fe3,cwilliams@tamu.edu,f8dab14e-be17-49ac-962d-f4ed167bb73f,Student,Clinton Williams
2cb9e891-b40c-4989-983c-30a150e75181,dmccarty@tamu.edu,fc6fe53d-1ec4-430d-a125-deb4e80da970,Student,Danielle Mccarty
90650f7e-2a85-4266-8a99-f9faf5eac7b5,lmontoya@tamu.edu,ebbb7f52-bdf8-4bee-9c66-4b1fc474424a,Advisor,Lisa Montoya
b825482d-8a53-462c-a2fd-7107d9e32771,jlee@tamu.edu,6896ffee-fbea-4b80-af7b-4ed244eb4feb,Student,Jessica Lee
99d14e50-b78c-468f-8d4f-53c9e354bf54,csanchez@tamu.edu,7fb57f1b-02ba-4b58-8590-f18e5d488fd0,Student,Carla Sanchez
223b0402-2221-4566-bfdc-2567f7cac28c,ereeves@tamu.edu,85136374-1da6-4e79-a984-e835ed0703d3,Student,Emily Reeves
40d649fe-067c-4f69-af31-9619684e5b45,droy@tamu.edu,80f77341-1ae1-4ed7-b3b3-29cd86371ba3,Professor,David Roy
c061c6cf-175f-4fd1-a484-0310869f7ac1,egalloway@tamu.edu,f3ecf045-3761-45ac-b6a3-5b579bddc1c9,Student,Ebony Galloway
e287fce8-af31-4104-8325-78d4bcc38fba,kbyrd@tamu.edu,14916ce7-d16b-4147-ae80-66fd84bfb1c3,Student,Kayla Byrd
bb635bc6-0f70-4ca3-af93-95f39414650c,lshaw@tamu.edu,269031f6-0626-4b20-a9b3-1aebeb10950b,Professor,Lauren Shaw
01d2f762-3a49-4209-9ba8-ad201d261992,ashelton@tamu.edu,12352a60-3da4-4228-9b12-806701b58020,Student,Ashley Shelton
a676edb1-552e-47b0-b034-f4c4cd87310e,bdaniels@tamu.edu,93ed598c-7294-46fd-8128-d51975f79ecb,Student,Brandy Daniels
06815f70-dc06-442b-9142-b2e244922a68,vaustin@tamu.edu,28b1e985-d3f7-4fbe-b06b-a0fd6635bccd,Student,Vanessa Austin
9bbfbb64-b139-4910-8a03-1a924e970c81,chorn@tamu.edu,9dfff5a9-8d01-449b-8fac-2f730464468b,Student,Charles Horn
3fdcfbc1-b6d5-4b31-b8fe-93ceb4c63878,bflores@tamu.edu,7d0125af-fb0a-4d75-8306-c3fc9ee2118f,Student,Bradley Flores
3e88fbe6-379b-4474-b674-3948d960647d,mclark@tamu.edu,5c22208b-6d98-4914-8610-621022bbf357,Student,Michael Clark
cdce481a-1ff5-4aa9-b8b0-87a5db047d28,kherrera@tamu.edu,45e926da-6717-470c-8065-3f022eafaf3e,Professor,Karen Herrera
524d93cd-9db5-42a5-bb54-369f8735aa60,jjohnson@tamu.edu,6fb7a521-dc02-483f-82c3-a9ca382cf20e,Student,Jeffrey Johnson
5cdb1007-965a-4c56-bbb1-40265fe874af,cbell@tamu.edu,f5e1f7ea-5de2-4be4-ba8e-82115971f545,Professor,Christopher Bell
890ffbc9-ccb8-41ca-85dc-710ed2088707,manderson@tamu.edu,2e812c3d-c07b-4874-8141-38ac226803d0,Student,Melissa Anderson
a68829d5-5a47-43bf-9a7f-1a8ea79fc3bc,bjones@tamu.edu,4bf75c7b-05d0-467f-98b9-a68fc6682915,Professor,Bryan Jones
84ab01a9-cd36-434f-86e4-fc05fb7abd86,jevans@tamu.edu,e3840f5c-dafa-4535-9929-354da1330c43,Student,James Evans
58c9e923-27ad-418c-9518-a8f89e077e36,ssmith@tamu.edu,72cfbb5d-05e5-4d60-9537-b421736d4266,Advisor,Susan Smith
cb1cbff1-a74b-46e8-a0ab-3ecf96318c4f,rperez@tamu.edu,3031d9f2-b6d3-4913-bd5c-ef772dbe6463,Student,Ryan Perez
6de3994c-2624-4676-9014-b7e489ecbc38,jgoodman@tamu.edu,85e24909-9776-468c-bd88-53e47a675376,Student,Jimmy Goodman
c2fef714-b033-42f2-8131-6e9637603393,lbutler@tamu.edu,3ae0f52b-1f33-4e4c-8b54-d0425f778ccc,Student,Lisa Butler
bf2b9192-503a-4bc5-8938-be95f710d18b,rgarcia@tamu.edu,ba4d9d36-6ce9-414f-9dbd-260fcaa9d942,Advisor,Regina Garcia
a58612e1-13b0-4523-bfbb-8c8d31423199,mvasquez@tamu.edu,ac24bc25-de78-4964-bbec-13e7a59a9309,Student,Michael Vasquez
d005d624-63e3-489c-8e80-c214c7ede53e,msharp@tamu.edu,69ef9da0-cc3a-470e-9dae-ffcc00603144,Student,Meagan Sharp
4ae45f85-c06d-49e6-bb8c-4424ac329896,kmoore@tamu.edu,dab4cce1-3a83-448a-a0bf-4b18167682b7,Student,Kevin Moore
